review,sentiment,,
"Well, I remember when the studio sacked Schrader and hired Harlin to do reshoots to this film, they were quite right to do so.<br /><br />Dominion: Prequel to the Exorcist is simply a bad movie, it's boring, really it is.<br /><br />It would be nice to think that the studio put aside a psychological masterpiece and that all those who in such big words condemned Harlin's version and praised Schraders, even if no one had ever seen it, would have been right.<br /><br />But they weren't.<br /><br />To put it in a nutshell : Schrader has no idea what a horror film should be, and it shows in a big way.<br /><br />Droll, boring, unintentionally funny in all the wrong places and bad supporting cast.<br /><br />Save your cash and your nerves, don't see it.",0,,
This was an absolutely spellbinding series and was sorry that I was only able to catch a few shows way back when it aired late night in the UK. The style of it was so different from others of its kind and the whole thing had an unnerving air of stylish dread to it. All you have to do is read all the positive comments (not a single negative that I can see) to realise what a really innovative series this was and how it caught at the imagination. I now understand from reading the comments it got CANCELLED that's just so unbelievable. What a bunch of 'headless overpaid suited turkeys' there must have been (or just maybe still are) running around to do that.,1,,
"What a poor image of Professional Police Officers is displayed on the Television in the watching of this alleged Reality show. One can only hope that the actual reasonable suspicion that leads to probable cause that leads to the totality of the circumstances involved to make a ""stop"" , then the ""Pat Down"" of the outside of one's Garment, then to be able to articulate why the officer went into someone's pocket and retrieved contraband, was cut out of the scenes, because if it wasn't, the arrest in most places are going to be tossed, should they even get passed a supervisor. A report of a warrant over the radio does not constitute the actual existence of the warrant unless the person dispatching has the original warrant in hand. If the dispatcher is reading from a computer printout, it is good enough for an arrest, but it does not necessarily mean the warrant is still in effect. Since I haven't seen a Dis-claimer from CBS (I may have missed it), CBS could be in trouble.",0,,
"In a far away Galaxy is a planet called Ceta. It's native people worship cats. But the dog people wage war upon these feline loving people and they have no choice but to go to Earth and grind people up for food. This is one of the stupidest f#@k!ng ideas for a movie I've seen. Leave it to Ted Mikels to make a movie more incompetent than the already low standard he set in previous films. It's like he enjoying playing in a celluloid game of Limbo. How low can he go? The only losers in the scenario are US the viewer. Mr. Mikels and his silly little handlebar mustache actually has people who STILL buy this crap.<br /><br />My Grade: F <br /><br />DVD Extras: Commentary by Ted Mikels; the Story behind the Making of (9 and a half minutes); 17 minutes, 15 seconds of Behind the scenes footage; Ted Mikels filmography; and Trailers for ""The Worm Eaters"" ""Girl in Gold Boots"", ""the Doll Squad"", ""Ten Violent Women"" (featuring nudity), ""Blood Orgy of the She Devils"", & ""the Corpse Grinders""",0,,
"I was quite surprised to read some of the comments on this work, honestly. Some people were looking for a plot??? OK, when this video came out over a decade ago, I watched it for what it was: a collection of music videos. It's not a movie. It doesn't have a plot, nor a central storyline. It's a rather artistic anthology of mostly long-form videos, all of them rather smartly or creatively done. Michael Jackson may be considered a freak these days, but, after all, this was the man who gave us Thriller (considered by many to be the greatest music video of all time) and set trends with Billie Jean and Beat It. With Moonwalker, he and the filmmakers and artists who collaborated with him once again took his music and dance moves to create some vividly entertaining stuff, incorporating claymation, special effects, live performance footage, and even self-parody (the ""Badder"" sequence). And for those wondering what Joe Pesci was doing there, this video came out just a tad before he became a household name, and was one of his most memorable appearances on film. And, IMHO, I think the Smooth Criminal sequence (the choreographed section) beats anything else Michael Jackson did up to that point!",1,,
"I'm not a big fan of most anime, but Gundam Wing is truly something else. Gundam wing lacks all of that stereotypical melodrama that you might think of when you think of anime, since the number of jokes made over the 17 hours would only be in the double digits, Gundam Wing gets right down to business. <br /><br />Gundam Wing is as much of a political thriller as it is an action series. Large parts focus on the diplomatic dealings of a war, not only the battles. Though battle animation lacks extreme detail in cases where it would just be a pain to animate, individual duels between gundams are almost pieces of art considering the animated use of complex mechanics and rapid movements. <br /><br />To my knowledge, this 49 episode plus one movie series was picked up by cartoon network in 2000, and then professionally dubbed by them too. the dubbing is simply flawless. not only does every word said match up, but the voices use truly make the characters much more believable. many believe that it is best to watch anime with subs in English, but i simply don't have the determination to do that. <br /><br />Not only are the voices good, but the score used over the series is quite impressive. I'll just say it left me scouring the net in vain to find a soundtrack. <br /><br />The plot of this series is what will truly hook viewers, and no, not hook you like some prime time drama like Lost which was only made for the purpose of hooking you. explaining the plot deeply would lead to many spoilers, since many of the characters do not even have names until quite a few episodes into the series. The rough idea of the series is that earth and its now independent space colonies are having difficulty maintaining peace. Thus a war is started, leading to military coups and elaborate diplomatic situations. I feel that any more detail would begin to give away information, which is crucial to the plot. <br /><br />I'll end here saying that this series is great for anyone that likes anime, anyone that thinks ALL anime is stupid (they have good reason to think so), and anyone looking to get into anime with a serious tone to it.",1,,
"...and that's a goddamn shame! Please make the sun rise and have it incinerate all copies of Dracula 3000. This must be the WORST vampire-flick of the new millennium so far (I haven't seen REIGN IN DARKNESS yet, but they don't get much worse than this). Don't be fooled be the movie's cool H.R. Gigeresque cover. This is so bad, it's almost hilarious. I can't describe all the emotions this movie conjured. I laughed my ass off, I yelled at the screen, I sat there numb, nodding my head in disbelief,... This film has 'cheap & cheese' written all over it. The best thing of this movie are the opening-credits and the opening-shots which feature more or less okay CGI of two space-ships. But when Casper Van Dien's voice-over comes on, you start smelling something fishy. And, indeed, it all goes downhill rapidly after that.<br /><br />The crew of a salvage-spaceship finds an abandoned vessel, the Demeter, which seems to be heading for earth. They enter it, thus sealing their fate. This movie is, above all things, a shameless low-budget ALIEN-rip-off, mixed with vampires. Right down to the plot-twist were Erika Eleniak's character, Aurora, reveals she's a robot. Coolio goes badly over-the-top as the dope-smoking, bloodsucking 187 (pffff, code from the hood as a name?!?!). Casper Van Dien's character's named Capt. Van Helsing (hahaha!) and he looks like...,er well, Casper Van Dien. Udo Kier as Capt. Varna, former commander of the Demeter, is only shown on a monitor-screen and he really does seem to have trouble reading his lines from an auto-cue (poor Udo, what where you doing in this flick?). And then we have Langley Kirkwood as count Orlock, one of the most pathetic and laughable Dracula's ever to (dis)grace the silver screen. Just look at his outfit. Instead of some cool-looking futuristic black suit or something, he's wearing a cheap old-school Halloween-suit with fringes. You thought Richard Roxburgh was unconvincing as Dracula in VAN HELSING? Then wait until you see Langley's performance!<br /><br />The set-designers went overboard on this one. The interior of the Demeter looks like a cross between an oil-tanker and an old steel-factory, which they decorated with awful lights and colors like green, pink, blue and yellow. The prop-master must have forgotten that this movie takes place in the year 3000, because the characters use guns which look like today's .45 magnums and ""Prof"" uses a non-motorized, non-floating wheelchair. It has to be pushed around in order to move.<br /><br />Aside from one dried-up corpse, a few impalements and one dismemberment there's absolutely no gore. And the vampire-fangs and contact-lenses look fake as hell. Add to that also the most lame, stupid and abrupt ending ever: Humvee and Aurora are the only survivors. Instead of having one final (bloody) showdown with count Orlock, they lock themselves in the control-room. Then Aurora explains that before her program was upgraded and joining narcotics, she used to be a ""Protheus 3.2 PB"", in other words: a pleasure-bot. So she says ""Well then, what are you waiting for"". Humvee answers ""Ain't gotta tell me twice. Come on, girl"", picks her up and... ""BOOOOOOM!!!"" the ship explodes and credits roll. No sex-scene, no Erika flashin' her boobies, no bloody climax,... Just one more shot of Udo Kier reading a line on the monitor and it's over.<br /><br />So, this movie is a must-see for every bad-movie-lover, but I must warn them: It gets really painful at times. And everyone claiming that VAN HELSING, UNDERWORLD or even QUEEN OF THE DAMNED is the worst vampire-movie of the new millennium clearly is insane, or just hasn't seen Dracula 3000 yet.",0,,
"This movie proves that good acting comes from good direction and this does not happen in Ask the Dust. Colin Farrell is usually a fine actor but in this he is juvenile. Donald Sutherland comes across as an amateur. Why? Because the script is awful, the adaptation is awful and the actors seem bored and half hearted. The atmosphere of the movie is bad - I could only think when it would finish and I turned it off half way. The director has done a very poor job and even though I have not read the novel it is certainly a missed chance. The atmosphere this film is trying to evoke and the message and storyline never reaches the audience. In one word, it is a TERRIBLE film.",0,,
"I don't understand why this show didn't go on there could've been various ways to continue on the line of Darwin and Farik after season 2, obviously Darwin couldn't have been the UC agent infiltrating cells and sabotageing them from the inside, but still they should've given this show at least another season.<br /><br />The show is well casted, believable, and views the Islamic religion from both the normal and the extremist point of view. It touches controversial subjects in detail and it has a dramatic meaning that can be said of very few shows nowdays. I'm actually sad that i didn't know about this show until late 2007.",1,,
"I think that the idea of the plot is perfect for exploring first of all the emotional experiences of the people involved and second, as someone else wrote in a comment, the implications of this kind of relationships (incest and lesbianism) in the romanian society.<br /><br />so... to begin with the second aspect... to make it short, it wasn't visible at all...<br /><br />as for the first.. as i said, it had much more potential... i think that those kind of relationships carry much more tension... much more tension... and the potential tension didn't get through...<br /><br />i think the soundtrack could've been more than those few songs on the background and the theme (wich was nice but not enough and not always in the right moments)... yeah... i could feel the absence of a better soundtrack..<br /><br />the actors... i think that they were somewhere from 7 to 8/10... not enough sensuality in the key moments...<br /><br />a total of 7/10.... mostly for the story",1,,
"I always hated this retarded show .I liked the shows of Cartoon Network like ""Dexter's laboratory "" or ""Megas XLR .But I never liked this piece of turd . Basically because it have stupid characters (the good or the villains all seems to be mentally retarded ) they have stupid voices (specially Bubbles .She is supposed to be the ""cute "" character of the show ,but she is incredibly annoying ) the story lines are very ,very stupid . Some episodes could have been interesting but almost always the show turns childish and corny . There wasn't any likable character ,the music was horrible ,and the animation is the worst that I've seen . Evena five year old boy could draw better ! I don't see why all the world seems to love this piece of garbage . ""The Powerpuff Girls "" seems to be one of the worst cartoons ever made . Fortunately ""Foster Home for the imaginary friends "" from the same creator was far away better .",0,,
"First of all, 'St. Ives' the film is only fairly loosely based on the Robert Louis Stevenson story of the same name, but for once, this is not a criticism. The original novel was a work-in-progress, unfinished at the author's death, and in freely adapting it and giving it an ending, the film-makers have brought to life some endearing characters who, although different from Stevenson's originals, would, I am sure, have charmed and amused him.<br /><br />It is 1813: Capitaine Jacques de Kéroual de Saint-Yves is a Breton aristocrat, orphaned by the Revolution's guillotine, now serving as a hussar in Napoleon's army. We meet him going out for the evening, claiming that since a hussar who is not dead by 30 is ""a blackguard"", he, at 34, is now ""on borrowed time""! Certainly, as he faces a string of challenges to duels, our dashing hero seems in danger, but a surreal prank on his Colonel provides him a way out of the duels and into the bed of a beautiful courtesan/singer. Unfortunately, it also results in losing his commission... Further misadventures result in him being taken prisoner by the British, and sent to a POW camp in a Scottish castle.<br /><br />While carving toys and boxes, Jacques catches the attention of Flora, the young niece of Miss Susan Gilchrist, a well-travelled woman of the world who lives at Swanston Cottage. They fall in love, and most of the story concerns Flora helping Jacques to escape and to find his emigré grandfather, the old Comte. Of course, there is a problem. Jacques' older brother, Alain, a dissolute alcoholic, is - perhaps understandably - far from pleased when Grandfather disinherits him in front of the whole household, the very instant that Jacques has appeared... Cue treachery! There is also an entertaining subplot of the romance between the awkward, naïf but good-hearted Major Farquhar Chevening and Aunt Susan, who has travelled through most of the Ottoman Empire and been a prisoner of the Turks.<br /><br />Even allowing for a natural prejudice in favour of any film in which the heroines share my surname, 'St. Ives' is magic! It combines splendidly swashbuckling swordfights, a balloon-flight, comedy and romantic adventure. I would recommend it to anyone who loves 'the kind of film they don't make anymore' - Fairbanks, Colman, Flynn, & co. The acting is splendid. Anna Friel makes Flora a spirited and appealing heroine, and Jean-Marc Barr is delightful as Jacques, a genuinely lovable hero. Miranda Richardson and Richard E. Grant are already great favourites of mine, and have great fun as Susan and Farquhar, whose relationship runs as a comic counterpoint to that of the leads. As the rakish, scheming, but ultimately tragic Alain, Jason Isaacs shows, as he did more recently in 'The Patriot', that he has the classic swashbuckling style, besides the dashing good looks! Please, please will someone cast him as a *hero* in the genre?!!!<br /><br />My main quibbles with the film concern settings and costumes. In the book, the castle in which Jacques is a prisoner is clearly Edinburgh, but the film, shot in Ireland, Germany and France has 'Highlandised' the setting, making the retention of place names such as Swanston, Inveresk and Queensferry decidedly incongruous. The costumes too are a real hotch-potch, from 1780s through to the period in which it is set. While this would not be implausible with more down-market characters ""making do"", it seems odd for well-to-do ladies such as the heroines to be wearing 1780s gowns in 1813. Clearly, the costuming decision was æsthetic: these earlier styles are visually far more appealing and elegant than Regency fashions, and they work in the idealised world of the film. As a whole, 'St. Ives' is 90 minutes of pure delight.",1,,
"The '80's were the best of times and worst of times for James Karin, he starred in one of the best cult horror-comedies with ""Return of the Living Dead"" and a year later he acts in this piece of.... this bad movie. A sequel to Hardbodies (but not really), has a group of fairly unlikeable characters attempting to make a movie in Greece. Through design or sheer laziness the line between the film and the 'film within a film' is not only blurred, but throughly non-existent from scene to scene (which would be confusing if I were just interested in anything happening in the movie in the first place. Unfunny would be too generous a term.<br /><br />Eye Candy: Nana, Fabiana Udenio, and many numerous extras get topless; Brenda Bakke shows some T&A<br /><br />My Grade: F<br /><br />DVD Extras: Just trailers for ""Hardbodies"", ""American High School"", ""Strike"", ""Virgin Territory"" (comes in a double-feature DVD with the first film, for the masochistic)",0,,
"Countless Historical & cultural mistakes 0/10<br /><br />(1) A Jewish guy named OMAR!!! Hahahaha (2) Brilliant detective was taking out by the least intelligent guy in the movie! (3) Jewish suicide bombers!! That was funny. (4) Hitler and his top guns went to watch a movie downtown Paris!!! With two guards at the door. !! shoot me. (5) Brad Pitt overacted and it was painful to watch him. (6) Mr. QT is re-writing history, ""Hitler was killed in a theatre really!"" the funny thing about this is that people ""and I mean stupid people"" will actually believe this plot. <br /><br />And finally can any one tell me, how this movie made it to the top 250 movies of all time!!! Shame shame shame, still wondering how can anyone like this movie.",0,,
"The movie is a very good movie.one of the best from Yash raj films.The direction is incredible.The screenplay is brilliant.The story is excellent.It tells about Rahul who is obssed of Kiran his college friend.He is a full blown psycho doing things like talking to his mother on a phone(anyway she died 15 years back) etc.Kiran is engaged to Sunil.Rahul does everything so he can get her.He even trys to kill Sunil but he survives it.He even goes to the place where they are going to their honeymoon.The movie is every nes delight.Shahrukh is superb,Juhi is fairly good,Sunny is average,Anupham is okay and so is Tanvi,Dalip did good.The movie belongs to Srk.The dialogues are brilliant(Shahrukh ones and a lot if not the overacting and comedy).""Jaadu Teri Nazar"" and ""Tu Mere Samne"" are absolutely melodious tracks.",1,,
"...and I'm so disappointed because I can't seem to buy the DVD or VHS of it anywhere.<br /><br />Its a kind of mix of, Uncle Buck and The Great Outdoors and Molly Ringwald is fabulous as the spoilt teenager. This was made when Molly was still a brunette, just before she hit the big time with Pretty In Pink.<br /><br />I'd definitely recommend it to anyone who likes a good clean family comedy, with an edge! <br /><br />If anyone has a copy of this, or knows where I can get one...please leave a message for me - it'll be much appreciated.",1,,
"Wow, I can't believe people consider this a 'good' movie. Now, I have seen much worse, but there are much more romantic/funny comedies with John Cusack.<br /><br />This is a mediocre film at best. While the acting wasn't terrible, but not great, for a romantic comedy, there was little passion, little romance. There were many loose ends that don't show up or are not addressed. Unfortunately, the main characters do come off as complete cowards. They don't know themselves well enough to realize that they don't love the people they are engaged to. How do we know they aren't in love? By the utter lack of remorse both characters have for leaving their finances. I can think of few things more romantic than the continual escape from commitment that these two show.<br /><br />The movie doesn't even end with a wedding scene, more than likely both will get cold feet and drop each other like hot potatoes once a commitment is nearing. This movie is really about two people who can't commit to anything, unlike Cusack's previous characters, who were more than willing to make a deep commitment (Loyd in Say Anything, Martin in Grosse Pointe Blank, etc.).<br /><br />The greatest failure of this movie was the complete lack of any twists turns, or anything of interest. When the movie ended, I felt like they had failed to include a climax to the story, which basically fits the whole movie: boring. No suspense about whether the two will end up together, no joy when they do, no consequences to their actions.<br /><br />It is sad that people are so blind to the shoddiness of this movie, that they simply rebuke any criticism with 'Everyone is too Cynical!'. Criticism of this movie is not cynicism, simply unbiased examination. There are many other better romantic comedies, even ones with Grace Kelly, or Eva Marie Saint.<br /><br />If you think this movie is great, try these movies, you hearts will explode: The Princess Bride, Say Anything, Grosse Pointe Blank, High Fidelity, Keeping the Faith, Charade, Rear Window, North by Northwest, or There's Something About Mary (which is a good examination of idealized romance vs. today's society).",0,,
"First off, I must say that I made the mistake of watching the Election films out of sequence. I say unfortunately, because after seeing Election 2 first, Election seems a bit of a disappointment. Both films are gangster epics that are similar in form. And while Election is an enjoyable piece of cinema... it's just not nearly as good as it's sequel.<br /><br />In the first Election installment, we are shown the two competitors for Chairman; Big D and Lok. After a few scenes of discussion amongst the ""Uncle's"" as to who should have the Chairman title, they (almost unanimously) decide That Lok (Simon Yam) will helm the Triads. Suffice to say this doesn't go over very well with competitor Big D (Tony Leung Ka Fai) and in a bid to influence the takeover, Big D kidnaps two of the uncles in order to sway the election board to his side. This has disastrous results and heads the triads into an all out war. Lok is determined to become Chairman but won't become official until he can recover the ""Dragon Head Baton"", a material representation of the Chairman's power. The current Chairman, Whistle (Chung Wang) has hidden the baton somewhere in mainland China and the race is on to see who can recover it first.<br /><br />Much of the film is devoted to the recovery of the Baton. As both aspiring leaders search for it they must dodge cops and opposite sides, which leads into one of the stand out scenes in Election, which involves an underling named Jet (Nick Cheung), a machete, and lots of bad guys. Nick Cheung's presence is attention grabbing to say the least... I wonder if this influenced director Johhnie To in any way while making the second Election, as he does deliver more of Jet's character in the sequel.<br /><br />While Nick Cheung gives a scene stealing performance, I must not fail to give due to the rest of the film's actors. Election has a great ensemble cast with well thought out performances that are both subtle and impacting. Simon Yam is his usually glorious self and the film also benefits from heavyweight HK actors like Louis Koo, Tony Leung Ka Fai, and the under-appreciated Suet Lam. There really aren't any weak links in the acting and one could easily believe that they're watching real gangsters.<br /><br />Although the performances are great, one of the most impressive things about Election is Johnnie To's eye for the camera. There are some truly striking shots in the film and it goes without saying that To definitely knows how to frame his shots, as the viewer is treated to a series of innovative and quite brilliant camera placings and angles. All of which makes Election, above all, a great looking film.<br /><br />My issues with the film arises mostly out of the shear amount of characters involved in Election. It gets a bit hard to follow because the film is so full of characters that aren't integral to the plot. While the sequel opts to focus more on the two candidates, the first Election offers the election process as a whole with tons of Uncles, underlings, and police officers crowding the storyline. Maybe the film would have worked better if it would have been a bit longer with more time dedicated to the inner workings of the Triad, or if Director Johnnie To would have funneled down the necessary elements and expounded on them more. <br /><br />Bottom Line- All in all, this is a wonderfully brutal film with a great cast, excellent direction, and leisurely pacing that packs a punch. It's just a little more complicated than it needed to be.",1,,
"*** May contain spoilers. *** <br /><br />If LIVING ON TOKYO TIME were some bold experiment where real-life wanna-be actors were given film parts on the condition that they would be required to take a combination of powerful prescription anti-anxiety, anti-depression, and anti-psychotic medications (this is the classic psych ward combo that renders patients into drooling zombies) all during filming, then this movie would hold far more interest. Or, if the film production was another type of experiment where all of the actors were sleep deprived before and during filming, then TOKYO TIME could be more easily explained.<br /><br />As it is, this film is filled with lifeless, low-energy actors. In the scene where the new husband was sitting on the stairs talking with his sister, it appeared that he was having trouble keeping his eyes open. In almost every scene he speaks his lines sitting down with every part of his body motionless. From beginning to end, his facial expression is best described as ""near sleep.""<br /><br />Fret not about the actors speaking over each other's lines because these actors can barely finish droning out any lines of dialog. Everyone speaks with a depressing, monotone voice. No laughing. No yelling. No vigor. No one has energy enough to crack a smile. The result: complete and total boredom.<br /><br />And it does not help matters that the direction is simple and amateurish.<br /><br />Avoid this lifeless film at all costs. Better to watch GREENCARD which has a similar plot and has charm and energy. Or, for an unconventional Japanese romance story, check out THE LONG VACATION which has an ample amount of everything LIVING ON TOKYO TIME does not.",0,,
"I really enjoyed the detail that went into the script.<br /><br />Jonathan Rhys Myers (misspelled) and Jewel were outstanding in their support roles. As was Jeffery Wright. Toby McGuire gave as fine a acting job as ever depicted, when he had to amputate his best friend's arm, knowing he would die without the procedure. <br /><br />Attention to detail, with good dialect coaching to catch the Southern accent incredibly well.<br /><br />Why this movie was swept under the rug by the Hollywood promoters I can only imagine. I have strong suspicions. Which makes it all the more appealing to me. I have given a dozen DVD copies out for presents.<br /><br />Completely overlooked movie. Rent or buy it and give it your full attention for a couple of hours, then judge.",1,,
"No artful writeup here because it doesn't deserve one. Not an art film. Not even one of those 'hidden' gems. You know, like those movies you hear about through a friend who saw this amazing movie downtown where they show all the good independents and art films.<br /><br />Just pack it into the christmas boxes, and dispose of quickly.",0,,
"This movie was total cheese. It stank. The only thing good about it was the acting. Other then that, nothing noteworthy at all.<br /><br />Big Time Spoilers Coming up! Don't Read Anymore If You Have Not Seen It!<br /><br />This movie is centered around a family whose happy and wonderful lives have been shattered as a result of their younger son and later as they find out older son have been molested by their daycare providers. Although, they are called liars in court and the defense attorney is a real prick the jury finds them guilty and convicts them.<br /><br />In the end all I can say to the director is: ""The next time you wanna make a movie like this, do it differently"".",0,,
"I watched the movie, and was dismayed to say the least that the movie failed to communicate with me as an audience. The language would put to shame the street loafers.<br /><br />The plot; a father forcing none of his son to marry, seems far-fetched. <br /><br />The idea of a grandmother asking her grand kid to mess up with an enemy would only draw feeble minded's attention.<br /><br />...and I was waiting the whole movie for a laugh, and laugh I did on my stupidity to waste 3 hours to convince myself that the movie is not even worth a first look.<br /><br />Hope it saves YOUR time!",0,,
"I really don't get all the adulation that this film has received. It's mawkish, unnecessarily manipulative and dodges many of the big issues - ie Nash's affairs and his predilection for having sex with men in public places. That, I suppose, in the context of a commercial Hollywood film is just about tolerable, but what's with all the praise for Russell Crowe's performance? The man just seems to shuffle about, clutching his briefcase and wearing a grungy hat and somehow that seems to qualify as fine acting? Anyone who has ever known a person with mental health problems will realise that Crowe's performance is little short of caricature. It is also rather offensive. And, dare I say, just on the right side of being truly terrible",0,,
"Being from the Buffalo area I was well aware of the movie having read many articles in local publications. I was most impressed with the movie, especially its clever plot, the acting and the local scenes. Nice to see so many older, quality stars in the various roles. I feel that especially those of us over 50 will find the movie excellent and you can leave the theater feeling that your time was well spent.",1,,
"This movie was terrible. Throughout the whole movie, I was puzzled and did not see any point to it. I had to go to this site and read the review to finally understand what it was about. This movie is not worth watching at all. Not only is it sick and revolting but totally STUPID! Please don't watch unless you are one of those that likes to watch bad movies. If this movie questions Japanese society and their values and roles, than this is a country that i would not like to visit or bother to know. This is a totally sick movie!!!!!!!! I did not enjoy it because it made no sense. My boyfriend and I sat there waiting to see if it was a horror because that is what it was listed under. It was total disappointment.",0,,
"This fantasy was utter garbage. I thought Michael Moore cornered the market on ridiculous anti-government movies, but this one was far worse than anything he ever did. No wonder critics of the British media complain it's driven by tabloid journalism. This movie is a left-wing loony's greatest fantasy come to life on the big screen. Anyone even slightly to the right of such rabid Bush-bashers should be appalled it ever got funding to be made. I'm sure it will do well in Syria, Iran, Pakistan, and North Korea, though. It's hard to believe that in these days of insane Muslims blowing up innocent commuters there is anyone in the U.K. who thinks Britain should surrender in the war on terrorism. I guess it's no longer the country I admired for standing alone against the Nazis nearly 70 years ago. All hail Neville Chamberlain and the pathetic policy of appeasement!",0,,
"Oh dear lord. This movie... It was horrible. I am a HUGE fan of horror movies. And most of the time, horror movies other people say are bad, I like. The actor who played 'Scarecrow' was amazing, I will say that. But this plot was awful. It made no sense! It had way too much gore, and an unnecessary (and revolting) sex scene at the beginning. I do believe the director was trying to be 'shocking' or whatnot, but it just came out awful. To add to the pile of festering crap they called a plot, the actors (besides 'scarecrow') we're awful, and I cared so little about them that I soon forgot who was who. In conclusion, this movie made me sick. If you can avoid watching this movie in anyway, please do.",0,,
"Spoof films have come so far since Mel Brooks in 'The Producers' (1968) said ""Don't be stupid, be a smartie. Come and join the nazi party"". It brought us delightful films, such as 'Young Frankenstein', 'Airplane!', and even 'Naked Gun'. But the good die young. Luckily, the genre managed to make it all the way up to the end of the 90's. And then... the Wayan's Brothers unleashed the apocalypse: 'Scary Movie'. Suddenly the word spoof was an innuendo for crude sex jokes. Most movies claiming to be spoofs since then have followed suit, including 'Scary Movie 2', 'Date Movie' and the film to kill the genre 'Epic Movie'. Sure, there have been some reliefs. There was 'Shaun of the Dead' and 'Hot Fuzz'. Will Ferell has become a vehicle spoofing close to every sport imaginable. Also, the Wayans Brothers quit the 'Scary Movies' and they have been made by the dependable Zucker Brothers. While these films have held some value in the rescue, the genre is tragically doomed to be films only loved by prepubescent males who just discovered what an erection is. People who haven't explored the term 'spoof' and cut and paste movies together for a quick laugh. No heart, no brain, just cheap glue. Sadly, 'The Comebacks' has been added to the list. Dave Koechner (Who starred in 'Anchorman' alongside Ferrell) leads a teams of underdogs to win against a coach (Carl Weathers of 'Happy Gilmore' fame) who got him back into coaching. Koechner has shown promise as a supporting actor, but as a lead in this film, he just sounds scripted. He sounds too much like he's doing a cold read passionately. Also, the jokes about being a washed up coach, who through the course of the movie encourages the team to fail in school and later runs from the police in his underwear, have been done before. Yes, this is a spoof film. But let us remember that even spoofs can have quality. Give the characters dignity and a sort of sophisticated view on modern society. Also, the reliance on stereotypes is not going to get us any more laughs (who knew one movie with jive-talking people could lead to gangster stereotypes (not really, but you see)). While I will admit to laugh at least a few times... it wasn't on par. The football team within itself had a lot of stereotypes, including a Mexican, a cocky jock, a fat guy, the scrawny nerd, and the mentally handicapped aid. Even the only female on the team got reduced to stereotypical female humor, being mostly scantily clad and giving off innuendos. In fact, her character, as well as most of the others, never developed. It's a sad state of affairs for this movie. If only it wasn't so reliant on stupid sex jokes, it could've made something for itself. In fact, this movie will probably be the butt of jokes alongside 'Epic Movie' for time to come. Koechner really deserved better. The script in general was poorly conceived, even naming the championship 'The Toilet Bowl'. So yes. spoof movies are dying. There is a movie called 'Meet the Spartans' (be ahead of the trend, boycott now!) coming out that includes a spoof on Britney Spears' breakdown. So let those kids keep getting erections... but people grow up and lose them. We need sustenance. One day, they will learn to stop spoofing spoofs and restore them. Hopefully, one of the heroes will be 'Get Smart', made by the master Mel Brooks, coming out next year. <br /><br />Rating: 2 out of 5 (Stars)",0,,
"I was very excited when this series premiered in 2005. The premise was very simple and appealing: each episode would be a one-hour mini movie directed by a famous, noteworthy horror director. Then, when I finally watched them it was a bit of a letdown. Some good episodes emerged from that first season, but all in all it was a mixed bag. I attributed it to the learning curve, and figured that season 2 would be a whole lot better.<br /><br />Boy, was I in for a shock. At least season one had a few good stories here and there. Season 2 (with the exception of ""The Black Cat"" starring the excellent Jeffrey Combs) was a complete and total loss to me. The episode ""Sounds Like"" may very well be the worst thing I have watched on TV in the last 10 years, and most of the other episodes aren't much better. I really hope that season 3 turns this around next year, but I'm not holding my breath.",0,,
"While essentially a remake of the original Chinese Ghost Story, this third installment has higher production values and greater subtlety in both the acting and the story. Tony Leung is particularly good. CGS III is a gorgeous, moving film.",1,,
"Formulaic to the max. Neither title reflects the serial's actual content, ""Fighting Nazis in Morocco,"" (actually, the Iverson ranch). The plot is just to fill in the lulls between fistfights. The packaging claims over 40 'fistic encounters' in 15 chapters. That's at least three a chapter! Aside from seeing Duncan Renaldo cast as a Spanish accented Frenchman, watching how much furniture is overturned, smashed, thrown, burned or blown up is what this serial is really all about. When the protagonists start fighting, you can bet that everything in the room will be in it, too. So, kudos to the fight choreographer, who is the real star of this serial! <br /><br />Two positive notes: the characters do sometimes lose their hats during the fights, and best of all, we have the girl side kick (often a journalist, as she is here) actually participating in the mayhem, mostly by shooting and killing the bad guys. Yet to come is Linda Stirling killing the main villain in ""Manhunt of Mystery Island"" (1945). On the negative side, there are just too many jump out of the way escapes-- before the slab falls, before the car goes over the cliff, before the speedboat explodes, before the building explodes, before the truck hits you, etc. etc.<br /><br />It is claimed that this serial partially 'inspired' George Lucas to make the first Indiana Jones film, but that is more by implied concept than because of the actual story or the serial's development.<br /><br />Rod Cameron 'shines' as a moving rock, a role he played in all his films. Other than watching all the furniture getting smashed, there's nothing really going on here, compared to other serials that have fewer fights, more story, better actors and more developed characters.<br /><br />I give it a 3 for all the furniture smashing.",0,,
